utt_id,seed,n_cands,mbr_idx,mbr_hyp
6599-38591-0009-1705,42,1,0,yes said charles i had made such cheer that i was obliged to sleep it off
6599-38591-0010-1706,42,3,0,francis stood the converse with his own collar
6599-38591-0011-1707,42,1,0,only seven of the attendants remained in the emperor s chamber and there the two sovereigns conversed for an hour after which they moved to the hall where a splendid supper awaited them
6599-38591-0012-1708,42,16,7,the gantes pleaded their privilege of not being liable to be taxed without their own consent
6599-38591-0013-1709,42,4,0,orders had been sent everywhere to receive him as kings of france are received on their joyous accession
6599-38590-0000-1710,42,13,0,whatever hand it was that shot down bourbon rome after his death was plundered devastated and ravaged by brutal greedy licentious and fanatical soldiery
6599-38590-0001-1711,42,10,0,wherefore for the future write us nothing at all but appoint us the time and place of meeting and we will bring our sword for you to cross protesting that the shame of any delay in fighting shall be yours seeing that when it comes to an encounter there is an end of all writing
6599-38590-0002-1712,42,1,0,sir answered the spaniard permit me to do my office and say what the emperor has charged me to say
6599-38590-0003-1713,42,16,4,nay i will not listen to thee said francis if thou do not first give me a patent signed by thy master containing an appointment of time and place sir i have orders to read you the cartel and give it you afterwards
6599-38590-0004-1714,42,2,0,burgundy without being put out began again sir
6599-38590-0005-1715,42,4,3,nay said frans i will not suffer him to speak to me before he has given me appointment of time and place
6599-38590-0006-1716,42,1,0,give it me or return as thou hast come
6599-38590-0007-1717,42,1,0,i am quite willing said the king let him have it
6599-38590-0008-1718,42,16,7,the piece of cambro was called the lady piece in honor of the two princesses who had negotiated it though morally different and of very unequal worth they both had minds of a rare order and trained to recognize political necessities and not to attempt any but possible successes
6599-38590-0009-1719,42,1,0,all the great political actors seemed hurrying away from the stage as if the drama were approaching its end
1585-131718-0000-1720,42,16,3,what is necessary to the completeness of the story at this stage is not to recapitulate but to take up some of the loose ends of the threads wovening and follow them through until the clear and comprehensive picture of the events can be seen
1585-131718-0001-1721,42,1,0,the way of the inventor is hard
1585-131718-0002-1722,42,13,0,he can sometimes raise capital to help him in working out his crude conceptions but even then it is frequently done at a distressful cost a personal surrender
1585-131718-0003-1723,42,16,0,when the result is achieved the adventure makes its appeal on the score of economy or material or of effort and then labor often awaits with crushing and tyrannical spirit to smash the aparous or forbid its values
1585-131718-0004-1724,42,16,1,possibly our naational optism as reviewed in divention the seeking the higher good and its some check
1585-131718-0005-1725,42,16,0,possibly the letters would travel too fast and too far on the road of perfection if conservatism did not also place its salutary part in insisting that the procession moved forward as a hoe
1585-131718-0006-1726,42,16,0,on the contrary the conditions for its perceptions have been riening fast
1585-131718-0007-1727,42,16,0,yes the very vulgar of the electric artlite made harder the arrival of the incandescent
1585-131718-0008-1728,42,16,5,a number ofpparent arc lightening companies were in existence and a great many local companies had been called into under frenchise for commercial business and to execute regular city contracts for the street lining
1585-131718-0009-1729,42,16,5,thus in a curious manner the modern art of electory lining was in a very true sense divided against itself with intines reveres and jealousies which were none the less real because they were but temporary and occurding fact where ultimate evening of the force was inevitable
1585-131718-0010-1730,42,16,0,hence twenty years after the first adison station were established the methods they involved could be fairly credit with no less than sixty seven per cent
1585-131718-0011-1731,42,16,0,it will be readily understood that under these conditions the modern lightning company supplies to its customers both incandescent and arc lining frequently from the same dynamo electric machinery as the source of current and that the old food asked between the rival systems has died out
1585-131718-0012-1732,42,16,0,in fact for some years past the presidents of the national electric light association had been chosen almost exclusively from among the managers of the great adison lining companents and the liading citizes
1585-131718-0013-1733,42,16,1,the outest strong opposition to the incandescent light came from the gas indstrew
1585-131718-0014-1734,42,5,0,there also the most bitter feeling was shown
1585-131718-0015-1735,42,16,0,the gas manager did not like arclide but it interferred only with his street service which was not his large source of income by enemiess
1585-131718-0016-1736,42,16,6,here again was given the most convincing demonstration of the truth that such an addition to the resources of mankind always carries with it unsuspected benefits even for its anamness
1585-131718-0017-1737,42,16,2,this was not long nor unorsally the spirit is showe and to day in hundreds of cito the electric and gast progress are united under the one management which does not find it impossible to push in a friendly and progressive way the use of both illuminants
1585-131718-0018-1738,42,16,3,the most conspicuous examp of this identy of interest is given in new york itself
1585-131718-0019-1739,42,16,3,so much for the early opposition of which there w plenty
1585-131718-0020-1740,42,16,1,it may be questioned whether enertire is not equally to be dreaded with active illw
1585-131718-0021-1741,42,16,11,of course a great many accounts were written and read but while genual interest was aroused it was necessarily apathetic
1585-131718-0022-1742,42,16,0,we got it at the great bargain and only paid us more some damn in the ballaston wadtagage
1585-131718-0023-1743,42,16,11,was sold them for forty cents but there were only about twenty or thirty thousands of them
1585-131718-0024-1744,42,16,13,the fourth year i got it on to thirty seven cents and i made all the money up in one year that i had lost previously
1585-131718-0025-1745,42,16,0,one of the incidents which caused a very great cheapening was that when we started one of the important processes had to be done by experts
1585-131718-0026-1746,42,6,0,after feeling around for some days i got a clue how to do it
1585-131718-0027-1747,42,8,2,i then made another machine which did the word nicely
1585-131718-0028-1748,42,16,9,incidentally it may be noted as illustrative of the problem brought to a listen that while he had the factory at harrison and imporring the chinese traeder went to him and wanted a dynamo to be run byhyn power
1585-131718-0029-1749,42,16,0,for making the dynamos adison secured as noted in the preceding chabitter the roach iron were on gower street new york and this was also equipped
1585-131718-0030-1750,42,16,4,to sigmand brman who had worked previously with aedison telephoned paragus and phonographs and was already making edison special itist in a small way in aloft on wocester street new york was assigned the task of constructing sockets fixtures mitters sifty fuses and numberous other details
1585-131718-0031-1751,42,16,0,in the early part of eighteen eighty one the edison electre light company leas a old bshiw mansion at sixty five fifth avenue close to fording street for his headquarters and show rooms
1585-131718-0032-1752,42,16,7,this was one of the finest homes in the city of that period and its acquisition was a premoontor sign of the surrender of the famous resnchury avenue to commerce
1585-131718-0033-1753,42,11,0,the experienced with a little gas engine was rather startling
1585-131718-0034-1754,42,16,7,one day it was not going very well and it went don to the man in charge and got exploring a rant
1585-131718-0035-1755,42,16,8,for the next four or five year sixty fire was a veritable bee hive day and night
1585-131718-0036-1756,42,16,4,the routine was very much the same as that at the laboratory in its utternacolte of the clk
1585-131718-0037-1757,42,16,0,i was telling a gentleman one day that i could not keep a secret even if i locked them might in my dusk they would break it open
1585-131718-0038-1758,42,16,5,he suggested to me that he had a friend over on eighth avenue who made a superior grade of seegres and who would show them a trick
1585-131718-0039-1759,42,16,0,he said that he would have some of them made ab with hair and oak paper and i could put them in without a word and see the result
1585-131718-0040-1760,42,1,0,i thought no more about the matter
1585-131718-0041-1761,42,2,0,i didn t remember anything about it
1585-131718-0042-1762,42,4,0,i was too busy on other things to denotice
1585-131718-0043-1763,42,16,11,speaking of those days of nights aedison says years ago one of the great violinist was rami
1585-131718-0044-1764,42,11,4,he would talk with me but i never asked him to bring his violin
1585-131718-0045-1765,42,7,0,why night he came with his violin about twelve o clock
1585-131718-0046-1766,42,16,6,after that every time he came to new york he used to call ittify late a night with his violins
1585-131718-0047-1767,42,16,1,another visitor hood used to give us a good deal amusement and pleasure was captain shaw the head of london fibrary gate
1585-131718-0048-1768,42,11,3,he will go out among the fire ladies and have a great time
1585-131718-0049-1769,42,16,6,speaking of teller stories i once got telling a man s stories at the harrisonlandon factory in a yard as he was leaving
1585-131718-0050-1770,42,16,0,it was wintered and he was awing first
1585-131718-0051-1771,42,12,1,i had nothing long to protect me against the code
1585-131718-0052-1772,42,16,0,then gob pleorsi and had to be shaped to flory the forcure
1585-131718-0053-1773,42,16,0,he had merely enjoyed the delights of anxious anticipation and the perilous pleasure of fackening allison s experiments
1585-131718-0054-1774,42,8,0,now active exploitation was required
1585-157660-0000-1775,42,16,12,london is god and glory
1585-157660-0001-1776,42,7,0,they say best men are moded out of thoughts and for the most become much more the better for being a little bad
1585-157660-0002-1777,42,16,0,standing on the broken column of the oak steeper three hundred feet above prame rose hill william struck an attitude of theatrico fashion and uttered the falling oratorical flight
1585-157660-0003-1778,42,16,0,glorious london
1585-157660-0004-1779,42,16,9,sad how sad to think that the day will come when not a vastige of this wonder romance of human energy shall remain where the cry of the wharf bat and beaten should only be heard and nature again resume her rustic splendid desolation
1585-157660-0005-1780,42,16,0,the devil s heaven was a resort for actors authors bohemians lords and ladies who did not retire early to their downing couches
1585-157660-0006-1781,42,16,0,william and myself soon found rest in deep slumber and wafted away into a dreamless rim our tid bodies lay in the infolding arms of morphors until the potter knocked at our door next morning as the clock of the tower struck the hour of nine
1585-157660-0007-1782,42,16,13,our first sight of the sunrise in lander gave us great expectations of fame and fortune for surely all we had was glowing expectations
1585-157660-0008-1783,42,16,2,oft expectation fowls and most of there were most a promises and off a hits where hope is coldest and thespare most fits
1585-157660-0009-1784,42,16,0,desus one doble when sixs treplicoin
1585-157660-0010-1785,42,16,6,william to the great amazement of the dealer flung a guinea in the cinna pot which was immediately tapped by jack while the others looked on in silent expectation
1585-157660-0011-1786,42,16,7,the pot jack replied all rise sir take a word for it
1585-157660-0012-1787,42,16,1,i have set my life upon the cast i will stand the hazard of the dye
1585-157660-0013-1788,42,16,1,i immediately followed in his footsteps and found him joking with the landlady about a couple of infant boo perhaps she was fondling her capacious lap
1585-157660-0014-1789,42,10,0,if he had jopped out of the clouds william could not have been more pleased or surprised and the feeling was reciprocal
1585-157660-0015-1790,42,16,0,the prening shop of fow was only a short distance from the devil s table and we were invited to visit the establishment
1585-157660-0016-1791,42,16,0,james rabuge gazed for a moment on the manly form of william and blurted out in his bluff manner what do you know
6467-97061-0000-1792,42,2,1,one night when both were sleeping the prince had a remarkable dream
6467-97061-0001-1793,42,4,3,they rushed into the room added their cries to hers and forgetting all their former precautions left the doors open so that the guards outside hearing the clamor entered and saw the prince
6467-97061-0002-1794,42,5,0,she is a disgrace to her family and shall soon see her husband impaled on a stake
6467-97061-0003-1795,42,16,0,then with his forehead disfigured by a fearful frown he continued to abuse the prince and having tied his hands behind him dragged him from the room
6467-97061-0004-1796,42,16,7,treated thus like some wild beast roughly shaken and neglected lajiav vahana would have suffered greatly had he not been protected by the magic wealth given to him in partalla and which he had contrived to conceal in his hair
6467-97061-0005-1797,42,16,1,advancing therefore with a large army he prepared to beseech champa the capital city
6467-97061-0006-1798,42,12,0,a terrible battle ensued in which both kings were formed prodigies of valor
6467-97061-0007-1799,42,16,1,should there be any pity for the violator of the haam
6467-97061-0008-1800,42,16,0,if the old king my father now in his stoutage was foolish enough to favour the criminal for the sake of his worthless daughter you had no need of his permission and ought not to have been influenced by him
6467-97061-0009-1801,42,16,0,let that vile seducer be immediately put to that by torture and his parm will be shut up in prison till i come
6467-97061-0010-1802,42,16,1,have ready also a fierce elephant suitably equipped which i shall want immediately after the wedding to overtake my army in march against the enemy and as i set out i will make the elephant trample the life out of that crimel
6467-97061-0011-1803,42,3,0,while he stood there calmly awaiting death which now seemed inevitable he suddenly felt his feet free and a beautiful lady appeared before him
6467-97061-0012-1804,42,16,8,she humbly bowing down said let my lord pardon his servant for the injury which she has unconsciously caused
6467-97061-0013-1805,42,16,6,i am an apsus born from the days of the moon
6467-97061-0014-1806,42,16,11,one day as i was flying through the air wearing a white dress a swan mistaking me for a lotus floer attacked me
6467-97061-0015-1807,42,10,2,in his anger he cursed me saying oh wicked one for this offence you are condemned to be changed into a piece of unconscious metal
6467-97061-0016-1808,42,16,6,the change took place immediately and i fell to the ground turned into a civil chain
6467-97061-0017-1809,42,16,1,on his way he saw the silver fettel descend it to the ground picked it up and continued his flight
6467-97061-0018-1810,42,16,0,the slayer of kenroma hearing this came out of the palace and quickly mounting the elephant who held down his trunk to receive him placed himself behind the prince
6467-97061-0019-1811,42,16,3,grateful and mutual astonishment and joy when they recognized each other the prince exclaiming is it possible
6467-97061-0020-1812,42,16,0,is it really you my dear friend appaharaurma who have done this deed
6467-97061-0021-1813,42,16,9,through these they forced their way employing with good effects the weapons placed on the elephant for the use of tendroma
6467-97061-0022-1814,42,2,0,before however they had gone far they heard the noise of battle at a distance and saw the soldiers in front of them scattered in all directions
6467-97061-0023-1815,42,3,0,we have just now encountered and utterly defeated the enemy so that there is no fear of any further assistance
6467-97061-0024-1816,42,16,0,and aljamanha agreed to this
6467-94831-0000-1817,42,16,0,pellecks knuckers the general leup men of the hall had just brought the boys up from cedrville to whichs place they had journeyed from ittaka on the regular afternoon boat running up kyugai
6467-94831-0001-1818,42,16,10,with the rovers had come fred garrison laddie colby and several others of their old schoolchumps
6467-94831-0002-1819,42,16,3,oh how do youe do missus stonk
6467-94831-0003-1820,42,16,0,and he ran to maet the her teacher
6467-94831-0004-1821,42,16,0,well thomas i hope you have left all your tranks behind observed george ton
6467-94831-0005-1822,42,16,0,hollo alec
6467-94831-0006-1823,42,16,8,ave gained fifteen pounds and
6467-94831-0007-1824,42,16,2,y ll let me go say yore a sticken plins in my hand hold pop
6467-94831-0008-1825,42,16,4,he moaned as tom ran off throwing away several tiny tacks as he did so
6467-94831-0009-1826,42,6,1,so you have come back have you
6467-94831-0010-1827,42,6,2,observed missus greene as tom stopped at the kitchen door
6467-94831-0011-1828,42,2,0,asked tom and then his face fell
6467-94831-0012-1829,42,16,7,oh dear you always did put me down as the worst boy in the school when i id do my very best and almost sobbing tom put his face up against the coat sleeve
6467-94831-0013-1830,42,16,2,missus green was very tender hearted in spite of her somewhat free tongue and she was all sympathy immediately
6467-94831-0014-1831,42,16,3,dear there at home i didn t mean to hurt your feelings he said soothingly
6467-94831-0015-1832,42,2,1,i i dont know sobbed tom
6467-94831-0016-1833,42,5,0,come sit down and have a pie that s a good boy
6467-94831-0017-1834,42,16,1,it s really like home he murmured presently
6467-94831-0018-1835,42,16,10,missus green when you die they ought to adtact an athlipic monument over your grave
6467-94831-0019-1836,42,9,0,what was her trouble tom prensumption
6467-94831-0020-1837,42,4,0,and yet with it all she couldn t help but like the boy
6467-94831-0021-1838,42,16,0,and to think the terms just began
6467-94831-0022-1839,42,16,14,and he mopped his bow with his thrid bandanna handkerchief
6467-94831-0023-1840,42,16,1,what kind of jolk is that master owar
6467-94831-0024-1841,42,6,0,oh it s not a joke you re handsome
6467-94831-0025-1842,42,10,0,have you got a camera to be sure here it is
6467-94831-0026-1843,42,2,0,sam drew a tiny box from his pocket
6467-94831-0027-1844,42,16,7,now stand still and i ll take a snap sht
6467-94831-0028-1845,42,16,7,noll stand up straight and look happy
6467-94831-0029-1846,42,4,0,cried sam as the crowd collected around
6467-94831-0030-1847,42,2,1,raise your right hand to your breast just as old statesmen do
6467-94831-0031-1848,42,10,8,now wait a minute and the pitter will be finished
6467-94831-0032-1849,42,16,0,no this is a new patented process
6467-94831-0033-1850,42,4,0,sam drew a square of the tent from the box
6467-94831-0034-1851,42,16,12,i don t see any feiter groaned snuggers looking at the square blankly
6467-94831-0035-1852,42,16,7,as a little freshd
6467-94831-0036-1853,42,16,12,the boys gathered around set up a shur
6467-94831-0037-1854,42,16,2,sam rover a l kit square see if i don t
6467-94831-0038-1855,42,16,10,demanded sam innocently is he lad a good picture
6467-94831-0039-1856,42,16,0,show me off for the donkey
6467-94831-0040-1857,42,16,6,a donkey or pellek i did nothing of the find
6467-94831-0041-1858,42,11,1,it s a donkeys head i say
6467-94831-0042-1859,42,16,2,and i say its your picture
6467-94831-0043-1860,42,16,10,i guess i know a donkey s head when i see it mastered roer
6467-94831-0044-1861,42,16,0,haleck there is some mistake here
6467-94831-0045-1862,42,6,2,oh you cant joke me no more
6467-62797-0000-1863,42,2,0,out of curiosity he hung one of them outside his house
6467-62797-0001-1864,42,16,10,in cases of scottwin stin the mayrah medicine men rub up patent blouses with human milk or juice of the milk hedge plant e four pierre through rucalla and apply them to the parts
6467-62797-0002-1865,42,16,9,when the umalical card of a conte pebeis s laws off a spider is burnt in the fire and its ashes are placed in a cocanage shell mixed with castra oil and applied by means of a fowl s feather to the navel
6467-62797-0003-1866,42,10,0,they then call the dead man by his name and eagerly wait till some insects settle on the cloth
6467-62797-0004-1867,42,3,0,blood was described as oozing out of his eyes
6467-62797-0005-1868,42,16,7,make the patient suck the milk off depressed of a woman whose baby is more than eight days old
6467-62797-0006-1869,42,16,0,his campoy told him of a case in which death was said to have resulted from eating one of these animals cooked with subjact fruit
6467-62797-0007-1870,42,16,11,a few years ago scare arose in connection with an insect which was said to have taken up its averard in imported german glass beangles which complete with the indigenious industry of the gasulo bangle makers the insect was to put it to lie low on the bangle till it was purchased when it would come out and nip the bearer after warning her to get her affairs in order before succumbing
6467-56885-0000-1871,42,13,4,his body was long and slender hard and agile his sight keen his aim unerring
6467-56885-0001-1872,42,16,4,in the month of agraheen kanti had gone out shooting near the swamp of ndii with a few sporting companions
6467-56885-0002-1873,42,16,1,one morning as canne was seated in his boat cleaning a favorite gun he suddenly started at what he thought was the cry of wa dock looking up he saw a valet maiden coming to the waters edge with two white tcklings clasped to her breast
6467-56885-0003-1874,42,5,0,the girl put the birds into the water and watched them anxiously
6467-56885-0004-1875,42,16,2,looking round caranty saw one of his men winding an unloaded gun at the docks
6467-56885-0005-1876,42,16,1,ante went on cleaning his gun
6467-56885-0006-1877,42,16,2,after cananty had eaten and drunk the brahman begged him to introduce himself canantty gave his own name his father s name and yet to service home and then said in the usual way if i can be of any service sir i shall deem myself fortunate
6467-56885-0007-1878,42,16,12,so saying cany repeated his salute and went back
6467-56885-0008-1879,42,16,2,the brick built mansion of the mazumars had been borrowed for the bearing ceremony which was fixed for the next mark askanti did not wish to delay
6467-56885-0009-1880,42,16,1,in due time the bridegroom arrived on his elephant with drums and music and with a torchlight procession and the ceremony began
6467-56885-0010-1881,42,16,3,in that pashful downcast face grown with theveiling croronir and bracked with sandal paste he could scarcely recognize the village maiden of his fancy and in the fullness of his emotion a mist seemed to be clouded his eyes
6467-56885-0011-1882,42,16,1,the light of the lamp seemed to grow them in darkness to tanish the face of the pride herself
6467-56885-0012-1883,42,4,0,at first he felt angry with his father in law the old scoundrel had shown him one girl and married him to another
6467-56885-0013-1884,42,1,0,close upon it followed the girl he had seen before
6467-56885-0014-1885,42,3,0,oh the mad girl cried the woman as they made signs to her to leave the room
6467-56885-0015-1886,42,3,0,all the women in the room began to titter
6467-56885-0016-1887,42,4,0,the increasing laughter in the room betokened an amusing joke
6467-56885-0017-1888,42,16,9,with a sigh of intense relief as of e sca from dilamity he looked once more into the face of his pride
8288-274150-0000-1889,42,16,7,and again when the artist following malicorne s advice was a little late in arriving and when saint agnan had been obliged to be absent for some time it was interesting to observe that though no one witnessed them those moments of silence full of deep expression which united in one sigh two souls most disposed to understand each other and who by no means objected to the quiet meditation they enjoyed together
8288-274150-0001-1890,42,15,11,in a word malicorn philosopher that he was though he knew it not had learned how to inspire the king with an appetite in the midst of play and with desire in the assurance of possession
8288-274150-0002-1891,42,8,0,in this manner therefore without leaving her room and having no confidant she was able to return to her apartment thus removing by her appearance a little tardy perhaps the suspicions of the most determined sceptic
8288-274150-0003-1892,42,16,0,but the door remained closed and neither sat agden nor the painter appeared nor did the hangings even move
8288-274150-0004-1893,42,16,0,good then dearest love said the king that to return quickly
8288-274150-0005-1894,42,8,7,no no not today sire
8288-274150-0006-1895,42,1,0,i knew but too well that you had not ceased to love me
8288-274150-0007-1896,42,16,0,the valory with a gesture partly of extreme terror and partly as if invoking a blessing attempted to speak but could not articulate one word
8288-274150-0008-1897,42,3,2,at that moment however when the king threw himself on his knees a cry of utter despair rang through the corridor accompanied by the sound of retreating footsteps
8288-274162-0000-1898,42,16,10,the captain sitting buried in his leather arm chair his spurs fixed in the floor his sword between his legs was reading a number of letters as he twist his mustache
8288-274162-0001-1899,42,2,1,d artagnan uttered a welcome full of pleasure when he perceived his friends son
8288-274162-0002-1900,42,16,0,i own my boy he said by what a lucky incident does it happen that the king has recalled you
8288-274162-0003-1901,42,14,0,these words did not sound agreeably in the young man s ears who as he seated himself replied upon my word i cannot tell you all that i know is i have come back hum
8288-274162-0004-1902,42,2,0,that the king has not recalled you and you have returned
8288-274162-0005-1903,42,5,0,i do not understand that at all
8288-274162-0006-1904,42,1,0,raoul was already pale enough and he now began to turn his hat round and round in his hand
8288-274162-0007-1905,42,11,6,what they doe is the matter that you look as you do and what makes you so dumb
8288-274162-0008-1906,42,8,0,said the captain do people nowadays assume that sort of airs in england
8288-274162-0009-1907,42,16,0,i have been in england and came here again as lively as a chaffrech
8288-274162-0010-1908,42,1,0,will you not say something
8288-274162-0011-1909,42,3,0,i had too much to say
8288-274162-0012-1910,42,1,0,ah how is your father
8288-274162-0013-1911,42,2,0,forgive me my dear friend i was going to ask you that
8288-274162-0014-1912,42,2,0,d artagnan increased his sharpness of his penetrating gaze which no secret was capable of resisting
8288-274162-0015-1913,42,1,0,you are unhappy about something he said
8288-274162-0016-1914,42,1,0,i am indeed and you know the reason very well monsieur d artagnan
8288-274162-0017-1915,42,15,0,nea did not pretend to be astonished
8288-274162-0018-1916,42,4,0,i am not pretending to be astonished my friend
8288-274162-0019-1917,42,16,0,i have neither head nor arm do not despise but help me in two words i am the most wretched of living beings oh hum
8288-274162-0020-1918,42,7,0,she is deceiving you said d artagnan not a muscle of whose face had moved those are big words who makes use of them
8288-274162-0021-1919,42,9,0,every one ah
8288-274162-0022-1920,42,7,3,if everyone says so there must be some truth in it
8288-274162-0023-1921,42,1,0,not for a friend for a son
8288-274162-0024-1922,42,16,1,i do take it you are really ill from curiosity
8288-274162-0025-1923,42,8,0,no it is not from curiosity it is from love
8288-274162-0026-1924,42,1,0,good another big word
8288-274162-0027-1925,42,3,0,i tell you i love louise to distraction
8288-274162-0028-1926,42,4,0,well suppose it were only that
8288-274162-0029-1927,42,1,0,no sensible man ever succeeded in making much of a brain when the head was turned
8288-274162-0030-1928,42,1,0,i have completely lost my senses in the same way a hundred times in my life
8288-274162-0031-1929,42,4,0,you would hear but you would not understand me you would understand but you would not obey me
8288-274162-0032-1930,42,5,0,oh try try
8288-274162-0033-1931,42,7,1,id go far even if i were unfortunate enough to know something and foolish enough to communicate it to you you are my friend you say indeed yes
8288-274162-0034-1932,42,1,0,very good i should quarrel with you
8288-274162-0035-1933,42,15,1,i never complain as you know but as heaven and my father would never forgive me for blowing out my brain i will go and get the first person i meet to give me the information which you withhold i will tell him he lies and and you will kill him
8288-274162-0036-1934,42,2,0,and a fine affair that would be so much the better what should i care
8288-274162-0037-1935,42,2,0,you now assume a different tone instead of killing you will get killed yourself i suppose you mean very fine indeed
8288-274162-0038-1936,42,1,0,how much i should regret you
8288-274162-0039-1937,42,3,0,of course i shall go about all day saying ah
8288-274162-0040-1938,42,12,0,what a fine stupid fellow that bragelone was
8288-274162-0041-1939,42,2,1,as great a stupid as i ever met with
8288-274162-0042-1940,42,3,0,go then raoul go and get yourself disposed of if you like
8288-274162-0043-1941,42,14,9,i hardly knew who can have taught you logic but deuce take me if your father has not been regularly robbed of his money
8288-274162-0044-1942,42,7,0,raoul buried his face in his hands murmuring no no i have not a single friend in the world
8288-274162-0045-1943,42,16,7,idol fancies monsieur i do not laugh at you though i am a gascon
8288-274162-0046-1944,42,16,0,a carpentter what do you mean
8288-274162-0047-1945,42,8,0,upon my word i do not know some one told me there was a carpenter who made an opening through a certain floor
8288-274162-0048-1946,42,16,11,oh i don t know her
8288-274162-0049-1947,42,3,0,in whose room then
8288-274162-0050-1948,42,1,0,i have told you for the last hour that i know nothing of the whole affair
8288-274162-0051-1949,42,3,0,but the painter then the portrait
8288-274162-0052-1950,42,15,0,what you see to have only that name in your mouth
8288-274162-0053-1951,42,1,0,i do not suppose it will concern you
8288-274162-0054-1952,42,10,0,yes you are right and he made a step or two as if he were going to leave where are you going
8288-274162-0055-1953,42,8,2,to look for someone who will tell me the truth
8288-274162-0056-1954,42,2,0,who is that a woman
8288-274162-0057-1955,42,7,0,you wish to be consoled by some one and you will be so at once she will tell you nothing ill of herself of course so be off
8288-274162-0058-1956,42,3,0,you are mistaken monsieur replied raoul the woman i mean will tell me all the evil she possibly can
8288-274162-0059-1957,42,2,0,well i admit it
8288-274162-0060-1958,42,12,1,and in point of fact why should i play with you as a cat does with a poor mouse
8288-274162-0061-1959,42,1,0,you distress me you do indeed
8288-274162-0062-1960,42,1,0,wait if you can
8288-274162-0063-1961,42,5,2,i couldnot so much the worse
8288-274162-0064-1962,42,1,0,ah said raoul snatching eagerly at the pen which the captain held out to him
8288-274162-0065-1963,42,3,0,how very fortunate that is he was looking for you too
8288-274162-0066-1964,42,1,0,she said in the same tone of voice it is not i who am going to speak to him who then
5543-27761-0000-1965,42,16,1,lulechka is a delightful child
5543-27761-0001-1966,42,2,0,there was no other such child there never had been and there never would be
5543-27761-0002-1967,42,16,12,lolechka s mother serafina alexandrovna was sure of that
5543-27761-0003-1968,42,16,12,lyatcha s eyes were dark and large her cheeks were rosy her lips were made for kisses and for laughter
5543-27761-0004-1969,42,16,0,but it was not these charms in laletchka that gave her mother the keenest joy
5543-27761-0005-1970,42,1,0,she felt cold with her husband
5543-27761-0006-1971,42,3,0,he was always fresh and cool with a frigid smile and wherever he passed cold currents seemed to move in the air
5543-27761-0007-1972,42,16,0,it even seemed to a sora fema alexandrovna that she was in love with her future husband and this made her happy
5543-27761-0008-1973,42,1,0,the bride was also good looking she was a tall dark eyed dark haired girl somewhat timid but very tactful
5543-27761-0009-1974,42,4,2,he had connexions and his wife came of good influential people
5543-27761-0010-1975,42,2,0,this might at the proper opportunity prove useful
5543-27761-0011-1976,42,16,0,after their marriage there was nothing in the manner of sergea mod dostovitch to suggest anything wrong to his wife
5543-27761-0012-1977,42,16,9,later however when his wife was about to have a child sergey moststovitch established connections elsewhere of a light and temporary nature
5543-27761-0013-1978,42,16,8,soraphma alexandrovna found this ouch and to her own astonishment was not particularly hurt she awaited her infant with a restless anticipation that swallowed every other feeling
5543-27761-0014-1979,42,16,1,sofima alexandrovna drifted farther and farther away from him
5543-27761-0015-1980,42,16,0,lulechka then ran away stamping with her plump little legs over the carpets and hid herself behind the curtains near her bed
5543-27761-0016-1981,42,16,0,where is my baby girl the mother asked as she looked for luletchka and made believe that she did not see her
5543-27761-0017-1982,42,13,0,then she came out a little farther and her mother as though she had only just caught sight of her seized her by her little shoulders and exclaimed joyously here she is my laletchka
5543-27761-0018-1983,42,1,0,her mother s eyes glowed with passionate emotion
5543-27761-0019-1984,42,1,0,her mother went to hide
5543-27761-0020-1985,42,16,0,loletchka turned away as though not to see but watched her mamotchka stethily all the time
5543-27761-0021-1986,42,16,7,where is mama mochka asked liletchka
5543-27761-0022-1987,42,1,0,a smile of absolute bliss played on her red lips
5543-27761-0023-1988,42,16,3,lulechko was getting near her mother s corner
5543-27761-0024-1989,42,3,0,her mother was growing more absorbed every moment by her interest in the game her heart beat with short quick strokes and she pressed even closer to the wall disarranging her hair still more
5543-27761-0025-1990,42,16,3,leletchka suddenly glanced toward her mother s corner and screamed with joy
5543-27761-0026-1991,42,1,0,through the half closed doors he heard the laughter the joyous outcries the sound of romping
5543-27761-0027-1992,42,16,0,even fedocia felt abashed now for her mistress now for herself
5543-27761-0028-1993,42,16,0,he liked coming here where everything was beautifully arranged this was done by sarafma alexandrovna who wished to surround her little girl from her very infancy only with the loveliest things
5543-27761-0029-1994,42,16,5,sarafina alexandrovna dressed herself tastefully this too she did for lulechka with the same end in view
5543-27761-0030-1995,42,16,0,one thing sergey modstovitch had not become reconciled to and this was his wife s almost continuous presence in the nursery
5543-27761-0031-1996,42,16,2,it s just as i thought i knew that i d find you here he said with a dereserving condescending smile
5543-27761-0032-1997,42,16,5,merely you see that the child should feel its own individuality he explained in answer to serafima alexandrovna s puzzled glance
5543-27761-0033-1998,42,16,9,she s still so little said sorafima alexandrovna
5543-27761-0034-1999,42,1,0,i don t insist it s your kingdom here
5543-27761-0035-2000,42,6,0,i ll think it over his wife answered smiling as he did coldly but genially
5543-27761-0036-2001,42,2,0,then they began to talk of something else
5543-27761-0037-2002,42,2,0,that the mistress does it well that s one thing but that the young lady does it that s bad
5543-27761-0038-2003,42,16,1,why asked fedocio with curiosity
5543-27761-0039-2004,42,1,0,this expression of curiosity gave her face the look of a wooden roughly painted doll
